0.01	0	0	0	0.1	-0.001	0
0.02	0	0	0	0.09998	-0.002	0
0.03	0	0	0	0.09996	-0.0029996	0
0.04	0	0	0	0.09992	-0.0039992	0
0.05	0	0	0	0.09988	-0.004998	0
0.06	0	0	0	0.09982	-0.0059968	0
0.07	0	0	0	0.0997601	-0.0069944	0
0.08	0	0	0	0.0996802	-0.007992	0
0.09	0	0	0	0.0996002	-0.008988	0
0.1	0	0	0	0.0995004	-0.00998401	0
0.11	0	0	0	0.0994006	-0.010978	0
0.12	0	0	0	0.0992808	-0.011972	0
0.13	0	0	0	0.0991611	-0.0129636	0
0.14	0	0	0	0.0990216	-0.0139552	0
0.15	0	0	0	0.098882	-0.0149441	0
0.16	0	0	0	0.0987227	-0.0159329	0
0.17	0	0	0	0.0985634	-0.0169185	0
0.18	0	0	0	0.0983843	-0.0179041	0
0.19	0	0	0	0.0982053	-0.0188862	0
0.2	0	0	0	0.0980066	-0.0198683	0
0.21	0	0	0	0.0978079	-0.0208463	0
0.22	0	0	0	0.0975897	-0.0218244	0
0.23	0	0	0	0.0973714	-0.0227981	0
0.24	0	0	0	0.0971337	-0.0237718	0
0.25	0	0	0	0.096896	-0.0247408	0
0.26	0	0	0	0.0966389	-0.0257098	0
0.27	0	0	0	0.0963818	-0.0266736	0
0.28	0	0	0	0.0961054	-0.0276374	0
0.29	0	0	0	0.095829	-0.0285957	0
0.3	0	0	0	0.0955335	-0.029554	0
0.31	0	0	0	0.095238	-0.0305064	0
0.32	0	0	0	0.0949234	-0.0314587	0
0.33	0	0	0	0.0946088	-0.0324048	0
0.34	0	0	0	0.0942753	-0.0333509	0
0.35	0	0	0	0.0939418	-0.0342903	0
0.36	0	0	0	0.0935895	-0.0352297	0
0.37	0	0	0	0.0932372	-0.0361621	0
0.38	0	0	0	0.0928662	-0.0370945	0
0.39	0	0	0	0.0924953	-0.0380194	0
0.4	0	0	0	0.0921058	-0.0389444	0
0.41	0	0	0	0.0917164	-0.0398616	0
0.42	0	0	0	0.0913086	-0.0407787	0
0.43	0	0	0	0.0909008	-0.0416877	0
0.44	0	0	0	0.0904749	-0.0425967	0
0.45	0	0	0	0.0900489	-0.0434972	0
0.46	0	0	0	0.0896049	-0.0443977	0
0.47	0	0	0	0.0891609	-0.0452893	0
0.48	0	0	0	0.0886991	-0.0461809	0
0.49	0	0	0	0.0882373	-0.0470633	0
0.5	0	0	0	0.0877579	-0.0479457	0
0.51	0	0	0	0.0872784	-0.0488185	0
0.52	0	0	0	0.0867815	-0.0496913	0
0.53	0	0	0	0.0862846	-0.0505541	0
0.54	0	0	0	0.0857704	-0.0514169	0
0.55	0	0	0	0.0852562	-0.0522695	0
0.56	0	0	0	0.084725	-0.0531221	0
0.57	0	0	0	0.0841938	-0.053964	0
0.58	0	0	0	0.0836457	-0.0548059	0
0.59	0	0	0	0.0830977	-0.0556369	0
0.6	0	0	0	0.082533	-0.0564679	0
0.61	0	0	0	0.0819683	-0.0572876	0
0.62	0	0	0	0.0813872	-0.0581073	0
0.63	0	0	0	0.0808062	-0.0589153	0
0.64	0	0	0	0.0802089	-0.0597234	0
0.65	0	0	0	0.0796117	-0.0605195	0
0.66	0	0	0	0.0789985	-0.0613156	0
0.67	0	0	0	0.0783854	-0.0620995	0
0.68	0	0	0	0.0777566	-0.0628833	0
0.69	0	0	0	0.0771277	-0.0636546	0
0.7	0	0	0	0.0764835	-0.0644259	0
0.71	0	0	0	0.0758392	-0.0651843	0
0.72	0	0	0	0.0751798	-0.0659427	0
0.73	0	0	0	0.0745204	-0.0666879	0
0.74	0	0	0	0.073846	-0.0674331	0
0.75	0	0	0	0.0731717	-0.0681648	0
0.76	0	0	0	0.0724827	-0.0688965	0
0.77	0	0	0	0.0717938	-0.0696144	0
0.78	0	0	0	0.0710904	-0.0703324	0
0.79	0	0	0	0.0703871	-0.0710363	0
0.8	0	0	0	0.0696697	-0.0717401	0
0.81	0	0	0	0.0689523	-0.0724296	0
0.82	0	0	0	0.0682211	-0.0731192	0
0.83	0	0	0	0.0674899	-0.0737941	0
0.84	0	0	0	0.0667452	-0.074469	0
0.85	0	0	0	0.0660006	-0.075129	0
0.86	0	0	0	0.0652427	-0.075789	0
0.87	0	0	0	0.0644848	-0.0764338	0
0.88	0	0	0	0.063714	-0.0770787	0
0.89	0	0	0	0.0629432	-0.0777081	0
0.9	0	0	0	0.0621598	-0.0783375	0
0.91	0	0	0	0.0613764	-0.0789513	0
0.92	0	0	0	0.0605808	-0.0795651	0
0.93	0	0	0	0.0597851	-0.0801629	0
0.94	0	0	0	0.0589775	-0.0807608	0
0.95	0	0	0	0.0581699	-0.0813425	0
0.96	0	0	0	0.0573507	-0.0819242	0
0.97	0	0	0	0.0565314	-0.0824895	0
0.98	0	0	0	0.0557009	-0.0830548	0
0.99	0	0	0	0.0548704	-0.0836035	0
1	0	0	0	0.0540288	-0.0841522	0
1.01	0	0	0	0.0531873	-0.0846841	0
1.02	0	0	0	0.0523351	-0.085216	0
1.03	0	0	0	0.051483	-0.0857308	0
1.04	0	0	0	0.0506205	-0.0862456	0
1.05	0	0	0	0.0497581	-0.0867432	0
1.06	0	0	0	0.0488857	-0.0872408	0
1.07	0	0	0	0.0480133	-0.0877209	0
1.08	0	0	0	0.0471312	-0.088201	0
1.09	0	0	0	0.0462492	-0.0886635	0
1.1	0	0	0	0.045358	-0.089126	0
1.11	0	0	0	0.0444667	-0.0895707	0
1.12	0	0	0	0.0435666	-0.0900154	0
1.13	0	0	0	0.0426664	-0.090442	0
1.14	0	0	0	0.0417577	-0.0908687	0
1.15	0	0	0	0.040849	-0.0912772	0
1.16	0	0	0	0.0399322	-0.0916857	0
1.17	0	0	0	0.0390153	-0.0920758	0
1.18	0	0	0	0.0380907	-0.092466	0
1.19	0	0	0	0.037166	-0.0928376	0
1.2	0	0	0	0.0362339	-0.0932093	0
1.21	0	0	0	0.0353018	-0.0935623	0
1.22	0	0	0	0.0343627	-0.0939153	0
1.23	0	0	0	0.0334235	-0.0942496	0
1.24	0	0	0	0.0324777	-0.0945838	0
1.25	0	0	0	0.0315318	-0.0948991	0
1.26	0	0	0	0.0305797	-0.0952144	0
1.27	0	0	0	0.0296275	-0.0955107	0
1.28	0	0	0	0.0286695	-0.095807	0
1.29	0	0	0	0.0277114	-0.0960841	0
1.3	0	0	0	0.0267478	-0.0963612	0
1.31	0	0	0	0.0257842	-0.0966191	0
1.32	0	0	0	0.0248154	-0.0968769	0
1.33	0	0	0	0.0238466	-0.0971154	0
1.34	0	0	0	0.0228731	-0.0973538	0
1.35	0	0	0	0.0218996	-0.0975728	0
1.36	0	0	0	0.0209216	-0.0977918	0
1.37	0	0	0	0.0199437	-0.0979913	0
1.38	0	0	0	0.0189618	-0.0981907	0
1.39	0	0	0	0.0179799	-0.0983705	0
1.4	0	0	0	0.0169944	-0.0985503	0
1.41	0	0	0	0.0160089	-0.0987104	0
1.42	0	0	0	0.0150202	-0.0988705	0
1.43	0	0	0	0.0140315	-0.0990108	0
1.44	0	0	0	0.01304	-0.0991511	0
1.45	0	0	0	0.0120485	-0.0992716	0
1.46	0	0	0	0.0110546	-0.0993921	0
1.47	0	0	0	0.0100606	-0.0994927	0
1.48	0	0	0	0.00906471	-0.0995933	0
1.49	0	0	0	0.00806877	-0.099674	0
1.5	0	0	0	0.00707123	-0.0997547	0
1.51	0	0	0	0.00607368	-0.0998154	0
1.52	0	0	0	0.00507492	-0.0998761	0
1.53	0	0	0	0.00407616	-0.0999169	0
1.54	0	0	0	0.00307658	-0.0999577	0
1.55	0	0	0	0.002077	-0.0999784	0
1.56	0	0	0	0.00107701	-0.0999992	0
1.57	0	0	0	7.70197e-05	-0.1	0
1.58	0	0	0	-0.000922988	-0.100001	0
1.59	0	0	0	-0.001923	-0.0999815	0
1.6	0	0	0	-0.00292262	-0.0999623	0
1.61	0	0	0	-0.00392224	-0.0999231	0
1.62	0	0	0	-0.00492108	-0.0998838	0
1.63	0	0	0	-0.00591992	-0.0998246	0
1.64	0	0	0	-0.00691757	-0.0997654	0
1.65	0	0	0	-0.00791523	-0.0996863	0
1.66	0	0	0	-0.0089113	-0.0996071	0
1.67	0	0	0	-0.00990737	-0.0995081	0
1.68	0	0	0	-0.0109015	-0.099409	0
1.69	0	0	0	-0.0118955	-0.09929	0
1.7	0	0	0	-0.0128873	-0.0991711	0
1.71	0	0	0	-0.013879	-0.0990323	0
1.72	0	0	0	-0.0148679	-0.0988935	0
1.73	0	0	0	-0.0158568	-0.0987349	0
1.74	0	0	0	-0.0168426	-0.0985764	0
1.75	0	0	0	-0.0178284	-0.0983981	0
1.76	0	0	0	-0.0188106	-0.0982198	0
1.77	0	0	0	-0.0197928	-0.0980219	0
1.78	0	0	0	-0.020771	-0.0978239	0
1.79	0	0	0	-0.0217492	-0.0976064	0
1.8	0	0	0	-0.0227231	-0.097389	0
1.81	0	0	0	-0.023697	-0.097152	0
1.82	0	0	0	-0.0246662	-0.096915	0
1.83	0	0	0	-0.0256353	-0.0966587	0
1.84	0	0	0	-0.0265993	-0.0964023	0
1.85	0	0	0	-0.0275634	-0.0961267	0
1.86	0	0	0	-0.0285219	-0.095851	0
1.87	0	0	0	-0.0294804	-0.0955562	0
1.88	0	0	0	-0.030433	-0.0952614	0
1.89	0	0	0	-0.0313856	-0.0949476	0
1.9	0	0	0	-0.032332	-0.0946337	0
1.91	0	0	0	-0.0332783	-0.0943009	0
1.92	0	0	0	-0.034218	-0.0939682	0
1.93	0	0	0	-0.0351577	-0.0936166	0
1.94	0	0	0	-0.0360903	-0.093265	0
1.95	0	0	0	-0.037023	-0.0928948	0
1.96	0	0	0	-0.0379482	-0.0925245	0
1.97	0	0	0	-0.0388734	-0.0921358	0
1.98	0	0	0	-0.0397909	-0.0917471	0
1.99	0	0	0	-0.0407084	-0.09134	0
2	0	0	0	-0.0416177	-0.0909329	0
2.01	0	0	0	-0.042527	-0.0905076	0
